"affy_hg_u133a_2"	"entrezgene"
"204891_s_at"	3932
"213050_at"	23242
"204622_x_at"	4929
"204621_s_at"	4929
"216248_s_at"	4929
"219964_at"	54879
"218769_s_at"	57763
"208391_s_at"	2740
"208390_s_at"	2740
"211232_x_at"	2740
"208400_at"	2740
"208401_s_at"	2740
"206242_at"	9032
"202080_s_at"	22906
"202079_s_at"	22906
"201283_s_at"	22906
"214924_s_at"	22906
"220058_at"	79018
"217223_s_at"	613
"202315_s_at"	613
"205759_s_at"	6820
"204070_at"	5920
"205504_at"	695
"204395_s_at"	2869
"204396_s_at"	2869
"203819_s_at"	10643
"216493_s_at"	10643
"203820_s_at"	10643
"215684_s_at"	84164
"218827_s_at"	55125
"201209_at"	3065
"206395_at"	1608
"219157_at"	11275
"211813_x_at"	1634
"211896_s_at"	1634
"209335_at"	1634
"201893_x_at"	1634
"220062_s_at"	51438
"209732_at"	9976
"210438_x_at"	6738
"212852_s_at"	6738
"212839_s_at"	6738
"213027_at"	6738
"207520_at"	6738
"210939_s_at"	2911
"207299_s_at"	2911
"210940_s_at"	2911
"221314_at"	2661
"209930_s_at"	4778
"210007_s_at"	2820
"211613_s_at"	2820
"217937_s_at"	51564
"200644_at"	65108
"204271_s_at"	1910
"204273_at"	1910
"206701_x_at"	1910
"221122_at"	54979
"203847_s_at"	10270
"203848_at"	10270
"218943_s_at"	23586
"209581_at"	11145
"206462_s_at"	4916
"217033_x_at"	4916
"215115_x_at"	4916
"217377_x_at"	4916
"213960_at"	4916
"215311_at"	4916
"215025_at"	4916
"220182_at"	79085
"206688_s_at"	10898
"215427_s_at"	23174
"212655_at"	23174
"202505_at"	6629
"218784_s_at"	55776
"219933_at"	51022
"208374_s_at"	829
"201568_at"	27089
"208961_s_at"	1316
"208960_s_at"	1316
"211610_at"	1316
"218578_at"	79577
"209049_s_at"	23613
"209048_s_at"	23613
"214795_at"	23613
"207130_at"	23613
"220312_at"	54854
"213669_at"	23149
"219615_s_at"	8645
"201335_s_at"	23365
"201333_s_at"	23365
"201334_s_at"	23365
"203252_at"	10263
"208147_s_at"	1558
"222200_s_at"	55108
"218004_at"	55108
"208678_at"	529
"210121_at"	8707
"217452_s_at"	8707
"209462_at"	333
"218520_at"	29110
"221236_s_at"	81551
"203267_s_at"	1819
"203268_s_at"	1819
"201260_s_at"	6856
"201259_s_at"	6856
"218967_s_at"	9317
"201723_s_at"	2589
"201722_s_at"	2589
"201724_s_at"	2589
"209606_at"	9595
"203835_at"	2615
"221873_at"	7702
"219387_at"	55704
"221078_s_at"	55704
"207669_at"	3889
"220724_at"	80157
"220723_s_at"	80157
"200022_at"	6141
"214335_at"	6141
"220606_s_at"	56985
"218245_at"	25987
"212759_s_at"	6934
"216035_x_at"	6934
"216511_s_at"	6934
"212761_at"	6934
"216037_x_at"	6934
"212762_s_at"	6934
"208190_s_at"	51599
"210632_s_at"	6442
"204071_s_at"	10210
"823_at"	6376
"203687_at"	6376
"215320_at"	NA
"207745_at"	51475
"207944_at"	654231
"217955_at"	23786
"211341_at"	5457
"206940_s_at"	5457
"204471_at"	2596
"216963_s_at"	2596
"219303_at"	79596
"219629_at"	55007
"203173_s_at"	57020
"203935_at"	90
"200824_at"	2950
"207670_at"	3891
"207789_s_at"	1804
"220234_at"	767
"210371_s_at"	5928
"217301_x_at"	5928
"214460_at"	4045
"212851_at"	23142
"212853_at"	23142
"212855_at"	23142
"215388_s_at"	3075
"213800_at"	3075
"201503_at"	10146
"201514_s_at"	10146
"200885_at"	389
"204214_s_at"	10981
"218702_at"	NA
"217726_at"	22818
"204316_at"	6001
"204319_s_at"	6001
"218422_s_at"	64062
"220509_at"	64062
"206526_at"	26150
"208353_x_at"	286
"205391_x_at"	286
"205390_s_at"	286
"208352_x_at"	286
"205389_s_at"	286
"207087_x_at"	286
"212722_s_at"	23210
"215233_at"	23210
"212723_at"	23210
"203933_at"	9727
"214999_s_at"	9727
"211725_s_at"	637
"204493_at"	637
"221276_s_at"	81493
"217738_at"	10135
"217739_s_at"	10135
"218377_s_at"	10069
"207874_s_at"	10878
"210642_at"	881
"208321_s_at"	9478
"208320_at"	9478
"210181_s_at"	9478
"220614_s_at"	79747
"35147_at"	23263
"212935_at"	23263
"219199_at"	27125
"215388_s_at"	3078
"214656_x_at"	4641
"32811_at"	4641
"202223_at"	3703
"200616_s_at"	9761
"200617_at"	9761
"220360_at"	79725
"212048_s_at"	8565
"206910_x_at"	3080
"213141_at"	5681
"204331_s_at"	6183
"210008_s_at"	6183
"204330_s_at"	6183
"212402_at"	23091
"209851_at"	23091
"200695_at"	5518
"207874_s_at"	10877
"201929_s_at"	8502
"201927_s_at"	8502
"201928_at"	8502
"214874_at"	8502
"216994_s_at"	860
"221282_x_at"	860
"200754_x_at"	6427
"200753_x_at"	6427
"214882_s_at"	6427
"200754_x_at"	693221
"200753_x_at"	693221
"214882_s_at"	693221
"218209_s_at"	55197
"205971_s_at"	440387
"214411_x_at"	440387
"202310_s_at"	1277
"202311_s_at"	1277
"202312_s_at"	1277
"202904_s_at"	23658
"211747_s_at"	23658
"202903_at"	23658
"208088_s_at"	81494
"218370_s_at"	64766
"1053_at"	5982
"203696_s_at"	5982
"207810_at"	2165
"203613_s_at"	4712
"209447_at"	23345
"215350_at"	23345
"201787_at"	2192
"202995_s_at"	2192
"202994_s_at"	2192
"207834_at"	2192
"207835_at"	2192
"202961_s_at"	9551
"206660_at"	3543
"220233_at"	115290
"209573_s_at"	753
"209574_s_at"	753
"207996_s_at"	753
"219439_at"	56913
"217499_x_at"	92196
"206682_at"	10462
"205185_at"	11005
"209900_s_at"	6566
"202234_s_at"	6566
"202236_s_at"	6566
"202235_at"	6566
"205454_at"	3208
"219896_at"	50632
"202365_at"	84747
"204151_x_at"	1645
"216594_x_at"	1645
"211653_x_at"	1645
"209699_x_at"	1645
"206687_s_at"	5777
"220188_at"	57338
"209146_at"	6307
"207018_s_at"	5874
"207017_at"	5874
"202981_x_at"	6477
"202980_s_at"	6477
"202366_at"	35
"211431_s_at"	7301
"221250_s_at"	83463
"219918_s_at"	259266
"206651_s_at"	1361
"203497_at"	5469
"203496_s_at"	5469
"214377_s_at"	1506
"221209_s_at"	56914
"205953_at"	9860
"215216_at"	64601
"203459_s_at"	64601
"222157_s_at"	57599
"65591_at"	57599
"221735_at"	57599
"56919_at"	57599
"36564_at"	127544
"213038_at"	127544
"220176_at"	80224
"204870_s_at"	5126
"204869_at"	5126
"204479_at"	26578
"212474_at"	23080
"212471_at"	23080
"212475_at"	23080
"201317_s_at"	5683
"53202_at"	5683
"221573_at"	5683
"218064_s_at"	26993
"215741_x_at"	26993
"222160_at"	26993
"220685_at"	54954
"216486_x_at"	7633
"214138_at"	7633
"212175_s_at"	204
"212173_at"	204
"205996_s_at"	204
"212174_at"	204
"208967_s_at"	204
"212172_at"	204
"207900_at"	6361
"208787_at"	11222
"220180_at"	80323
"201117_s_at"	1363
"201116_s_at"	1363
"220733_at"	10861
"207065_at"	9119
"218705_s_at"	28966
"221422_s_at"	81571
"221422_s_at"	693185
"218386_x_at"	10600
"205971_s_at"	1504
"206130_s_at"	433
"205091_x_at"	5965
"212918_at"	5965
"212917_x_at"	5965
"210568_s_at"	5965
"216370_s_at"	8277
"214183_s_at"	8277
"219549_s_at"	10313
"212825_at"	22976
"211352_s_at"	8202
"209061_at"	8202
"209062_x_at"	8202
"207700_s_at"	8202
"209060_x_at"	8202
"220522_at"	23418
"214377_s_at"	NA
"202659_at"	NA
"209126_x_at"	3854
"213680_at"	3854
"202659_at"	5699
"202151_s_at"	10422
"212715_s_at"	57553
"211507_s_at"	8897
"202198_s_at"	8897
"202197_at"	8897
"202406_s_at"	7073
"202405_at"	7073
"217500_at"	7073
"211064_at"	284443
"206369_s_at"	5294
"206370_at"	5294
"200960_x_at"	1211
"216295_s_at"	1211
"204050_s_at"	1211
"222240_s_at"	51477
"58308_at"	55223
"219272_at"	55223
"203080_s_at"	29994
"205059_s_at"	3425
"205057_s_at"	3425
"202088_at"	25800
"202089_s_at"	25800
"218527_at"	54840
"222338_x_at"	54840
"213652_at"	5125
"205559_s_at"	5125
"205560_at"	5125
"219696_at"	163486
"214915_at"	149076
"220496_at"	51266
"219610_at"	64283
"222270_at"	57223
"202159_at"	2193
"216602_s_at"	2193
"40020_at"	1951
"205165_at"	1951
"208424_s_at"	57019
"208968_s_at"	57019
"215285_s_at"	10745
"210191_s_at"	10745
"205702_at"	10745
"221219_s_at"	54758
"203554_x_at"	9232
"200790_at"	4953
"210515_at"	6927
"216930_at"	6927
"219763_at"	693186
"208833_s_at"	25814
"208832_at"	25814
"207959_s_at"	1770
"210345_s_at"	1770
"219866_at"	53405
"217628_at"	53405
"204275_at"	6650
"208885_at"	3936
"200919_at"	1912
"220068_at"	29802
"203235_at"	7064
"204880_at"	4255
"220281_at"	6557
"213694_at"	54665
"203408_s_at"	6304
"217681_at"	7477
"200088_x_at"	6136
"200809_x_at"	6136
"214271_x_at"	6136
"202653_s_at"	64844
"202654_x_at"	64844
"208552_at"	2900
"200920_s_at"	694
"200921_s_at"	694
"212530_at"	140609
"220681_at"	55267
"205827_at"	885
"219380_x_at"	5429
"202152_x_at"	7392
"215737_x_at"	7392
"214879_x_at"	7392
"219244_s_at"	26589
"208827_at"	5694
"205166_at"	726
"203799_at"	9936
"210206_s_at"	1663
"208159_x_at"	1663
"208149_x_at"	1663
"213378_s_at"	1663
"212703_at"	83660
"212701_at"	83660
"201135_at"	1892
"221864_at"	93129
"211241_at"	NA
"202632_at"	124641
"222041_at"	124641
"211210_x_at"	4068
"211209_x_at"	4068
"210116_at"	4068
"211211_x_at"	4068
"221080_s_at"	79958
"221214_s_at"	26012
"201743_at"	929
"202684_s_at"	8731
"202683_s_at"	8731
"212850_s_at"	4038
"217936_at"	394
"219226_at"	51755
"219401_at"	64132
"202982_s_at"	641371
"202082_s_at"	6397
"202084_s_at"	6397
"202083_s_at"	6397
"202453_s_at"	2965
"202451_at"	2965
"206060_s_at"	26191
"208010_s_at"	26191
"208011_at"	26191
"202982_s_at"	10965
"211724_x_at"	54468
"206860_s_at"	54468
"209672_s_at"	54468
"213079_at"	90121
"212720_at"	10914
"222035_s_at"	10914
"212718_at"	10914
"209388_at"	10914
"215374_at"	10914
"221362_at"	3361
"205668_at"	4065
"205668_at"	100526664
"207972_at"	2741
"209643_s_at"	5338
"208690_s_at"	9124
"213202_at"	9739
"201627_s_at"	3638
"201625_s_at"	3638
"201626_at"	3638
"201980_s_at"	6251
"215433_at"	100302152
"212447_at"	25948
"217669_s_at"	9472
"205359_at"	9472
"204518_s_at"	5480
"204517_at"	5480
"208461_at"	3090
"203680_at"	5577
"201380_at"	10491
"201380_at"	100653071
"214352_s_at"	3845
"204010_s_at"	3845
"204009_s_at"	3845
"212993_at"	138151
"206415_at"	7092
"222302_at"	100507009
"204428_s_at"	3931
"203484_at"	23480
"48612_at"	9683
"32069_at"	9683
"221867_at"	9683
"204601_at"	9683
"221361_at"	4975
"51226_at"	137392
"221929_at"	137392
"214315_x_at"	811
"200935_at"	811
"212953_x_at"	811
"219022_at"	64897
"44790_s_at"	80183
"219471_at"	80183
"206743_s_at"	432
"221941_at"	196743
"50400_at"	196743
"204011_at"	10253
"204819_at"	2245
"212387_at"	6925
"212386_at"	6925
"203753_at"	6925
"213891_s_at"	6925
"212385_at"	6925
"212382_at"	6925
"222146_s_at"	6925
"207415_at"	22925
"204144_s_at"	9091
"202535_at"	8772
"218193_s_at"	51026
"206870_at"	5465
"210771_at"	5465
"206156_at"	2709
"216579_at"	127534
"212169_at"	11328
"204151_x_at"	1646
"216594_x_at"	1646
"211653_x_at"	1646
"209699_x_at"	1646
"204151_x_at"	101060798
"216594_x_at"	101060798
"211653_x_at"	101060798
"209699_x_at"	101060798
"205491_s_at"	2707
"205490_x_at"	2707
"215243_s_at"	2707
"209224_s_at"	4695
"209223_at"	4695
"204904_at"	2701
"40687_at"	2701
"221632_s_at"	10785
"222365_at"	219899
"220548_at"	10343
"221168_at"	59336
"219490_s_at"	64858
"210174_at"	2494
"208343_s_at"	2494
"208337_s_at"	2494
"208084_at"	3694
"208083_s_at"	3694
"208084_at"	100505984
"208083_s_at"	100505984
"200964_at"	7317
"221670_s_at"	8022
"201316_at"	5683
"208565_at"	4161
"218272_at"	55020
"219924_s_at"	NA
"213698_at"	NA
"219925_at"	NA
"208568_at"	4158
"217434_at"	4158
"201843_s_at"	2202
"201842_s_at"	2202
"219924_s_at"	100506144
"213698_at"	100506144
"205728_at"	10178
"201991_s_at"	3799
"201992_s_at"	3799
"33197_at"	4647
"211104_s_at"	4647
"208189_s_at"	4647
"211103_at"	4647
"218401_s_at"	23528
"201577_at"	4830
"214954_at"	26032
"205019_s_at"	7433
"208613_s_at"	2317
"208614_s_at"	2317
"210235_s_at"	8500
"202065_s_at"	8500
"202066_at"	8500
"210236_at"	8500
"206364_at"	9928
"215942_s_at"	51512
"211040_x_at"	51512
"204318_s_at"	51512
"204315_s_at"	51512
"205747_at"	869
"209932_s_at"	1854
"208956_x_at"	1854
"208955_at"	1854
"219180_s_at"	55670
"220069_at"	55670
"219925_at"	9204
"219924_s_at"	9204
"206746_at"	631
"209080_x_at"	10539
"214205_x_at"	10539
"207506_at"	10539
"212443_at"	23218
"201878_at"	25820
"201880_at"	25820
"201879_at"	25820
"201881_s_at"	25820
"207060_at"	2020
"214913_at"	9508
"200873_s_at"	10694
"203257_s_at"	79096
"215127_s_at"	5937
"207266_x_at"	5937
"203748_x_at"	5937
"209868_s_at"	5937
"221067_s_at"	80763
"201022_s_at"	11034
"201021_s_at"	11034
"210797_s_at"	8638
"205660_at"	8638
"205010_at"	54552
"212291_at"	204851
"212293_at"	204851
"218162_at"	204851
"222283_at"	147657
"211595_s_at"	64963
"215919_s_at"	64963
"213795_s_at"	5786
"213799_s_at"	5786
"205121_at"	6443
"205120_s_at"	6443
"221050_s_at"	54676
"220206_at"	79830
"217393_x_at"	389898
"210984_x_at"	1956
"211607_x_at"	1956
"211550_at"	1956
"201983_s_at"	1956
"201984_s_at"	1956
"220942_x_at"	26355
"221533_at"	26355
"220069_at"	51807
"217196_s_at"	23271
"212765_at"	23271
"212763_at"	23271
"214940_s_at"	23293
"209102_s_at"	26959
"207361_at"	26959
"201206_s_at"	6238
"201204_s_at"	6238
"201203_s_at"	6238
"219766_at"	80776
"214016_s_at"	6421
"221768_at"	6421
"201585_s_at"	6421
"201586_s_at"	6421
"214016_s_at"	100996496
"221768_at"	100996496
"201585_s_at"	100996496
"201586_s_at"	100996496
"214936_at"	23143
"221363_x_at"	2848
"202331_at"	NA
"214436_at"	25827
"220316_at"	64067
"222172_at"	64067
"209451_at"	10010
"210458_s_at"	10010
"207616_s_at"	10010
"206100_at"	1368
"218162_at"	56944
"218481_at"	56915
"220752_at"	51145
"221296_at"	7007
"204160_s_at"	22875
"204161_s_at"	22875
"210381_s_at"	887
"219010_at"	55765
"204840_s_at"	8411
"204841_s_at"	8411
"206695_x_at"	7594
"222136_x_at"	7594
"219538_at"	54554
"222231_s_at"	55379
"206711_at"	9142
"54051_at"	5316
"221883_at"	5316
"204195_s_at"	5316
"216004_s_at"	5316
"211031_s_at"	7461
"207425_s_at"	10801
"208657_s_at"	10801
"41220_at"	10801
"214930_at"	26050
"210527_x_at"	7278
"210527_x_at"	113457
"214580_x_at"	3853
"209125_at"	3853
"209126_x_at"	3853
"212296_at"	10213
"204317_at"	55687
"213634_s_at"	55687
"209401_s_at"	6560
"209402_s_at"	6560
"211112_at"	6560
"205266_at"	3976
"203876_s_at"	4320
"203878_s_at"	4320
"204658_at"	29896
"213575_at"	29896
"209160_at"	8644
"212435_at"	51592
"212436_at"	51592
"210266_s_at"	51592
"214815_at"	51592
"218638_s_at"	10417
"218638_s_at"	100130872
"207682_s_at"	3834
"208128_x_at"	3834
"202056_at"	3836
"202057_at"	3836
"202055_at"	3836
"202059_s_at"	3836
"202058_s_at"	3836
"213741_s_at"	3836
"219211_at"	11274
"220025_at"	10716
"207174_at"	2262
"202049_s_at"	9202
"202051_s_at"	9202
"202050_s_at"	9202
"218224_at"	9240
"207300_s_at"	2155
"201039_s_at"	5886
"201046_s_at"	5886
"212889_x_at"	5886
"219761_at"	51267
"203154_s_at"	10298
"33814_at"	10298
"215326_at"	10298
"204411_at"	23046
"208024_s_at"	8214
"203053_at"	10286
"210271_at"	4761
"218224_at"	91748
"206788_s_at"	865
"202370_s_at"	865
"207091_at"	5027
"206876_at"	6492
"204060_s_at"	5616
"206279_at"	5616
"204393_s_at"	55
"208682_s_at"	10916
"213627_at"	10916
"213602_s_at"	NA
"218098_at"	10564
"215931_s_at"	10564
"214761_at"	23090
"212167_s_at"	6598
"200805_at"	10960
"205620_at"	2159
"208542_x_at"	7757
"205126_at"	7444
"205608_s_at"	284
"205609_at"	284
"215096_s_at"	2098
"209009_at"	2098
"215711_s_at"	7465
"212533_at"	7465
"213746_s_at"	2316
"214752_x_at"	2316
"200859_x_at"	2316
"205337_at"	1638
"216512_s_at"	1638
"205338_s_at"	1638
"216513_at"	1638
"217515_s_at"	779
"206121_at"	270
"211520_s_at"	2890
"209793_at"	2890
"203530_s_at"	6810
"51228_at"	389677
"202469_s_at"	11052
"202470_s_at"	11052
"204539_s_at"	9620
"41660_at"	9620
"217262_s_at"	9620
"202766_s_at"	2200
"202765_s_at"	2200
"45828_at"	55101
"218038_at"	55101
"208034_s_at"	8858
"201820_at"	3852
"210697_at"	113835
"217929_s_at"	79932
"202647_s_at"	4893
"221193_s_at"	54819
"208249_s_at"	23483
"203870_at"	64854
"203869_at"	64854
"221452_s_at"	NA
"214862_x_at"	NA
"220491_at"	57817
"212856_at"	23151
"218844_at"	80221
"218397_at"	55120
"212815_at"	10973
"220819_at"	79981
"216617_s_at"	4099
"212816_s_at"	875
"218412_s_at"	9569
"208020_s_at"	775
"211592_s_at"	775
"219232_s_at"	112399
"221698_s_at"	64581
"213010_at"	112464
"201112_s_at"	1434
"210766_s_at"	1434
"201111_at"	1434
"203716_s_at"	1803
"211478_s_at"	1803
"203717_at"	1803
"211819_s_at"	10580
"218087_s_at"	10580
"211705_s_at"	10580
"211423_s_at"	6309
"210347_s_at"	53335
"219497_s_at"	53335
"219498_s_at"	53335
"209556_at"	23154
"209557_s_at"	23154
"203874_s_at"	6594
"203875_at"	6594
"215294_s_at"	6594
"209781_s_at"	10656
"220601_at"	80262
"202646_s_at"	7812
"219939_s_at"	7812
"207586_at"	6469
"218591_s_at"	79954
"203392_s_at"	1487
"212863_x_at"	1487
"213980_s_at"	1487
"215019_x_at"	84436
"217911_s_at"	9531
"206422_at"	2641
"218421_at"	64781
"208468_at"	11166
"220284_at"	27120
"203224_at"	55312
"203225_s_at"	55312
"201404_x_at"	5690
"200039_s_at"	5690
"221771_s_at"	54737
"204592_at"	1742
"210684_s_at"	1742
"220222_at"	NA
"219940_s_at"	55795
"212791_at"	127703
"212467_at"	23317
"214203_s_at"	5625
"209955_s_at"	2191
"201600_at"	11331
"200651_at"	10399
"222034_at"	10399
"200651_at"	619570
"222034_at"	619570
"200651_at"	619571
"222034_at"	619571
"201823_s_at"	9604
"201824_at"	9604
"217866_at"	79869
"218042_at"	51138
"221262_s_at"	66035
"210653_s_at"	594
"213321_at"	594
"204666_s_at"	80143
"221705_s_at"	80143
"212793_at"	23500
"213975_s_at"	4069
"207135_at"	3356
"211616_s_at"	3356
"204019_s_at"	26751
"205505_at"	2650
"206303_s_at"	11163
"212183_at"	11163
"212182_at"	11163
"206302_s_at"	11163
"212181_s_at"	11163
"206303_s_at"	100996752
"212183_at"	100996752
"212182_at"	100996752
"206302_s_at"	100996752
"212181_s_at"	100996752
"206303_s_at"	101060261
"212183_at"	101060261
"212182_at"	101060261
"206302_s_at"	101060261
"212181_s_at"	101060261
"211700_s_at"	7216
"210882_s_at"	7216
"211701_s_at"	7216
"205028_at"	7216
"218697_at"	51517
"211016_x_at"	3308
"208815_x_at"	3308
"211015_s_at"	3308
"208814_at"	3308
"214578_s_at"	6093
"213044_at"	6093
"219209_at"	64135
"216020_at"	64135
"219812_at"	79037
"213037_x_at"	6780
"211505_s_at"	6780
"207320_x_at"	6780
"208948_s_at"	6780
"209420_s_at"	6609
"216230_x_at"	6609
"217171_at"	6609
"201419_at"	8314
"205724_at"	5317
"221854_at"	5317
"216917_s_at"	6847
"206740_x_at"	6847
"217792_at"	27131
"219190_s_at"	192670
"219160_s_at"	64895
"222273_at"	64895
"203765_at"	25801
"203607_at"	22876
"220288_at"	51168
"212460_at"	171546
"213508_at"	171546
"211021_s_at"	10636
"38290_at"	10636
"204280_at"	10636
"220162_s_at"	64170
"202930_s_at"	8803
"210558_at"	1109
"218287_s_at"	26523
"203196_at"	10257
"219641_at"	55070
"201059_at"	2017
"214074_s_at"	2017
"214073_at"	2017
"214529_at"	7252
"215532_x_at"	57615
"209307_at"	23075
"209306_s_at"	23075
"210369_at"	23075
"220991_s_at"	140545
"202991_at"	10948
"214606_at"	10100
"201588_at"	9352
"203166_at"	10428
"210701_at"	10428
"216361_s_at"	7994
"202423_at"	7994
"206814_at"	4803
"210323_at"	192669
"219426_at"	192669
"33778_at"	25771
"210144_at"	25771
"209650_s_at"	25771
"206204_at"	2888
"219330_at"	81839
"218911_at"	8089
"201668_x_at"	4082
"201670_s_at"	4082
"201669_s_at"	4082
"221211_s_at"	56911
"201357_s_at"	10291
"201356_at"	10291
"216457_s_at"	10291
"202623_at"	55837
"221783_at"	58525
"221784_at"	58525
"52005_at"	58525
"221785_at"	58525
"204254_s_at"	7421
"204255_s_at"	7421
"204253_s_at"	7421
"220768_s_at"	1456
"215389_s_at"	7139
"210323_at"	27285
"212805_at"	158471
"212806_at"	158471
"207317_s_at"	845
"219959_at"	55034
"220340_at"	80000
"219289_at"	55027
"215228_at"	4808
"214497_s_at"	4808
"212891_s_at"	90480
"221900_at"	1296
"52651_at"	1296
"217789_at"	58533
"201833_at"	3066
"212560_at"	6653
"203509_at"	6653
"206434_at"	50859
"206433_s_at"	50859
"222102_at"	2940
"204328_at"	11322
"214958_s_at"	11322
"212880_at"	23335
"218588_s_at"	10827
"203511_s_at"	27095
"203512_at"	27095
"217905_at"	79892
"215693_x_at"	55661
"219108_x_at"	55661
"221780_s_at"	55661
"216641_s_at"	3898
"203287_at"	3898
"203629_s_at"	10466
"203630_s_at"	10466
"215393_s_at"	22837
"203642_s_at"	22837
"203641_s_at"	22837
"211032_at"	22837
"204220_at"	9535
"213466_at"	57799
"216842_x_at"	NA
"221630_s_at"	54514
"221219_s_at"	NA
"214198_s_at"	9993
"202099_s_at"	9993
"220954_s_at"	29990
"209807_s_at"	4784
"205177_at"	7135
"219361_s_at"	64782
"220948_s_at"	476
"201195_s_at"	8140
"212745_s_at"	585
"212744_at"	585
"217943_s_at"	55700
"214625_s_at"	50488
"215909_x_at"	50488
"214246_x_at"	50488
"209241_x_at"	50488
"218634_at"	23612
"206036_s_at"	5966
"215622_x_at"	51533
"221611_s_at"	51533
"219014_at"	51316
"218980_at"	80206
"219347_at"	55270
"213476_x_at"	10382
"212664_at"	10382
"206113_s_at"	5868
"209089_at"	5868
"218371_s_at"	55269
"211778_s_at"	58495
"209662_at"	1070
"207922_s_at"	10296
"201389_at"	3678
"33304_at"	3669
"204698_at"	3669
"217843_s_at"	29079
"213237_at"	400506
"213235_at"	400506
"216942_s_at"	965
"211744_s_at"	965
"205173_x_at"	965
"213181_s_at"	4337
"211673_s_at"	4337
"208177_at"	6569
"217530_at"	6569
"204520_x_at"	23774
"215460_x_at"	23774
"200621_at"	1465
"220674_at"	933
"38521_at"	933
"217422_s_at"	933
"204581_at"	933
"203856_at"	7443
"216135_at"	124152
"215130_s_at"	124152
"213392_at"	124152
"215131_at"	124152
"202421_at"	3321
"217847_s_at"	9967
"219179_at"	51339
"52255_s_at"	50509
"218975_at"	50509
"200880_at"	3301
"200881_s_at"	3301
"202858_at"	7307
"202652_at"	322
"205831_at"	914
"201424_s_at"	8451
"201423_s_at"	8451
"217202_s_at"	81846
"201340_s_at"	8507
"201341_at"	8507
"215948_x_at"	9205
"206652_at"	9205
"206744_s_at"	9205
"208519_x_at"	2797
"212751_at"	7334
"201524_x_at"	7334
"201523_x_at"	7334
"220193_at"	79729
"206907_at"	8744
"203410_at"	10947
"209965_s_at"	5892
"37793_r_at"	5892
"206508_at"	970
"219987_at"	100288413
"205246_at"	5194
"219142_at"	65997
"221710_x_at"	55194
"220134_x_at"	55194
"220242_x_at"	55762
"210432_s_at"	6328
"206869_at"	1101
"207576_x_at"	5020
"220310_at"	79861
"204383_at"	8220
"32032_at"	8220
"217285_at"	8220
"204383_at"	23617
"32032_at"	23617
"217285_at"	23617
"206451_at"	1427
"207167_at"	9398
"207848_at"	551
"209944_at"	NA
"202010_s_at"	NA
"214859_at"	23105
"201764_at"	79022
"204799_at"	9889
"213845_at"	2898
"215655_at"	2898
"201944_at"	3074
"218444_at"	79087
"219047_s_at"	79759
"204407_at"	8458
"218813_s_at"	56904
"215544_s_at"	22888
"204598_at"	22888
"215882_at"	22995
"215170_s_at"	22995
"217637_at"	3745
"211006_s_at"	3745
"204088_at"	5025
"203689_s_at"	2332
"215245_x_at"	2332
"208131_s_at"	5740
"210702_s_at"	5740
"211892_s_at"	5740
"219016_at"	60493
"217871_s_at"	NA
"204541_at"	23541
"217731_s_at"	9445
